Programming,Data Analysis,Machine Learning,Artificial Intelligence,Database Management,Software Development,Cybersecurity,Cloud Computing,Networking,Web Development,JavaScript,Python,Java,C++,SQL,HTML/CSS,APIs,Version Control,Agile Methodologies,DevOps,Data Visualization,Big Data,Linux,Windows,Project Management,Systems Design,Embedded Systems,Algorithms,Data Structures,Mobile Development,UX/UI Design,Testing/QA,Blockchain,IT Support,Business Analysis,Game Development,Cloud Services,Software Architecture,Scripting,Technical Documentation,Ethical Hacking,IoT,Virtual Reality,Augmented Reality,System Administration,Business Intelligence,Quantitative Analysis,Data Engineering,Computer Vision,Natural Language Processing,Robotics,Information Retrieval,Software Engineering,Network Security,Computer Graphics,Embedded Programming,Data Warehousing,Information Systems,Technical Support,Product Management,Research & Development,Digital Marketing,Algorithm Design,Application Development,Infrastructure Management,Enterprise Solutions,Shell Scripting,Penetration Testing,Cryptography,Load Balancing,Cloud Security,"Containerization (Docker, Kubernetes)",CI/CD Pipelines,API Development,Cross-Platform Development,Microservices,Distributed Systems,Edge Computing,Network Architecture,Network Protocols,Operating Systems,Parallel Computing,Quantum Computing,Real-Time Systems,Systems Integration,Virtualization,Data Governance,Data Mining,Data Privacy,Data Science,"Data Visualization Tools (Tableau, PowerBI)",Data Wrangling,Database Design,ETL Processes,Machine Learning Engineering,Model Deployment,Model Evaluation,Neural Networks,Predictive Analytics,Reinforcement Learning,Supervised Learning,Unsupervised Learning,Data Quality Assurance,Deep Learning,Bioinformatics,Cheminformatics,Computational Biology,Geographical Information Systems (GIS),Human-Computer Interaction,Information Security,Software Configuration Management,Supply Chain Management,Telecommunications,Technical Writing,User Research,User Testing,Career
4,3,3,2,2,9,2,5,4,4,4,3,4,3,3,3,4,2,5,4,3,3,4,1,7,5,3,5,2,2,2,1,3,8,3,1,1,1,4,10,4,1,5,4,1,2,1,2,2,4,5,3,1,3,1,4,4,4,3,3,4,1,1,3,1,4,4,2,1,2,4,5,4,5,3,2,2,5,4,2,5,5,5,1,5,5,1,2,3,4,2,1,1,4,4,5,3,1,4,3,2,5,1,3,4,3,4,2,1,4,2,1,3,9,2,2,IT Trainer
4,3,5,2,5,2,8,1,1,4,2,2,1,1,3,4,2,4,1,5,1,2,1,2,2,4,3,4,2,5,1,3,2,5,3,3,5,1,2,3,5,2,4,5,5,4,5,3,4,2,3,5,5,10,5,3,3,3,4,5,4,3,1,1,4,3,4,7,8,2,4,3,1,5,1,2,1,5,1,4,4,5,5,3,4,3,1,4,3,5,3,2,3,5,5,3,5,4,4,2,4,3,4,5,3,4,3,4,1,10,4,2,3,1,1,5,Cybercrime Analyst
10,7,10,10,5,1,3,4,2,5,5,10,1,1,1,3,1,1,1,3,5,2,2,1,1,1,2,3,4,4,4,1,5,2,5,4,5,2,5,1,4,1,1,2,2,5,5,3,5,10,1,2,1,5,4,1,4,1,5,5,2,3,5,2,1,2,2,4,1,4,1,2,2,1,4,2,3,1,5,3,1,2,3,1,5,2,4,3,2,4,3,3,5,2,2,3,3,2,5,2,1,2,3,5,1,4,4,5,3,3,2,5,4,4,5,3,Computational Linguist
3,2,3,3,2,2,5,2,3,2,1,1,3,2,3,5,5,3,10,2,2,1,2,4,7,1,5,1,5,3,1,1,1,4,8,2,3,4,1,8,3,2,2,4,1,4,3,2,3,2,1,5,1,2,1,3,3,2,1,10,3,4,2,5,4,1,2,5,3,3,1,2,2,1,2,5,2,4,5,3,1,5,4,1,5,1,1,2,5,4,5,5,2,1,2,2,4,3,5,3,4,4,1,2,1,5,5,5,4,1,3,3,3,5,2,3,Product Manager
8,4,9,2,3,5,5,3,3,4,4,3,4,5,4,3,2,3,4,2,5,2,4,3,5,3,4,3,2,3,1,10,5,2,4,8,4,2,5,3,1,5,2,8,5,4,4,3,4,2,3,5,4,4,10,4,2,1,1,5,3,3,2,2,3,3,4,3,5,3,1,1,3,2,4,4,4,3,3,2,5,5,3,5,4,5,5,2,2,3,5,1,2,2,4,2,5,5,4,4,4,4,3,3,1,2,2,5,4,2,2,2,5,3,3,4,Augmented Reality Engineer
1,3,4,3,2,10,2,2,1,4,3,1,3,1,3,4,1,4,5,4,2,4,3,1,7,4,3,2,3,4,3,4,2,9,3,4,4,5,1,8,4,4,4,5,2,3,4,2,3,1,3,4,3,5,3,5,4,3,3,1,2,3,2,3,2,1,2,2,5,2,3,2,2,5,4,1,5,1,3,1,3,4,1,5,4,2,3,1,1,3,5,2,5,2,3,2,5,4,5,1,1,2,4,1,4,2,4,5,3,5,5,3,4,10,5,4,IT Trainer
10,5,5,3,3,5,4,3,4,2,2,4,4,5,4,2,4,3,4,1,1,2,5,5,3,5,2,2,3,2,1,2,5,5,4,10,4,4,2,4,3,4,8,10,2,2,2,2,5,2,1,1,1,3,8,2,2,5,3,4,2,5,1,4,2,1,1,3,5,1,1,5,5,3,1,4,5,3,3,3,5,3,1,1,3,2,1,1,3,5,4,2,5,4,3,2,2,1,1,2,2,1,5,3,4,1,1,5,2,3,1,4,1,4,2,1,AR/VR Developer
10,4,3,1,2,9,3,1,5,4,5,2,5,1,2,1,5,4,10,4,1,4,3,5,1,5,5,5,5,3,3,9,3,1,4,4,2,3,1,7,3,2,2,4,4,4,4,1,3,4,4,3,2,3,5,1,1,5,5,2,4,5,2,1,3,3,5,1,4,2,1,5,9,1,2,3,2,4,3,3,3,3,1,2,3,1,4,1,3,3,5,1,3,5,5,4,2,2,1,4,4,4,1,4,4,4,3,4,5,2,5,4,3,1,3,3,Software Quality Assurance Engineer
10,4,4,4,1,1,2,4,1,3,1,2,9,5,4,3,10,10,1,5,2,1,1,3,4,2,5,5,4,10,1,8,4,2,2,1,1,1,2,1,5,2,4,5,3,1,4,3,5,2,2,5,2,4,5,5,2,1,2,4,1,2,5,3,5,3,4,2,2,2,2,5,3,4,2,2,2,3,2,2,5,5,1,3,2,5,4,4,5,4,3,2,2,2,3,1,5,1,4,5,3,4,2,2,4,2,5,2,3,1,1,3,3,2,1,5,Mobile App Developer
4,5,5,1,7,5,4,1,3,1,4,5,4,4,3,1,9,1,5,1,2,4,5,5,7,9,3,5,3,3,2,5,4,8,10,2,3,2,3,7,2,5,3,3,5,7,5,4,4,2,4,4,2,1,5,3,3,3,3,3,2,4,1,1,2,1,4,2,5,4,1,1,2,5,2,4,2,4,1,3,2,1,3,2,1,4,4,3,5,1,3,3,5,1,4,2,3,4,4,3,2,5,2,3,1,3,1,5,5,5,1,2,2,2,1,3,Business Systems Analyst
3,5,1,1,5,1,9,5,3,3,2,1,5,1,3,1,3,1,2,1,2,3,3,1,3,1,5,4,5,5,3,3,1,4,2,1,5,4,1,7,2,2,4,5,5,2,5,3,2,2,5,2,2,5,1,2,1,10,1,3,2,3,1,5,2,3,3,1,1,3,5,4,3,3,4,5,3,4,3,4,5,2,2,4,2,1,7,5,8,2,3,1,3,1,5,2,3,1,5,1,5,4,1,2,4,4,4,3,5,2,3,2,1,1,1,1,Data Privacy Officer
10,1,2,1,4,4,4,8,8,1,4,5,4,4,2,1,3,2,3,4,1,2,1,5,2,7,2,2,1,5,5,1,5,1,4,1,5,2,5,5,3,3,1,3,1,1,3,4,4,4,4,3,4,8,5,2,3,2,5,4,2,2,2,3,1,4,1,2,4,2,5,1,5,4,5,4,5,5,4,9,5,1,4,2,1,3,2,3,5,1,2,3,5,3,5,1,2,4,2,3,1,3,2,2,2,3,2,3,5,4,1,5,8,1,4,5,Telecommunications Engineer
4,9,4,2,8,2,1,3,1,3,5,5,2,3,1,4,9,4,3,5,5,2,1,1,9,7,3,3,1,1,1,2,1,2,9,2,1,3,2,9,1,3,1,5,1,2,5,2,4,5,1,3,1,1,5,4,3,7,4,5,2,2,5,3,5,3,2,1,5,1,5,4,2,3,2,4,1,4,3,1,3,5,5,3,4,2,5,2,5,1,3,2,5,2,3,2,5,3,4,3,3,4,3,3,5,2,1,3,3,4,1,1,2,3,1,3,Systems Analyst
3,4,2,2,5,8,1,3,2,2,2,5,2,1,4,3,9,1,3,1,3,4,3,3,4,1,2,2,1,5,3,2,3,3,3,2,1,1,5,7,4,2,5,4,3,4,2,5,1,5,5,2,4,4,1,5,5,8,2,4,5,5,1,5,4,1,4,4,5,5,3,3,4,5,4,2,2,3,1,1,2,5,1,5,4,3,2,2,3,2,5,3,5,2,5,3,1,2,1,5,1,3,5,3,1,3,5,4,3,3,2,3,1,8,1,3,Technical Writer
5,4,5,2,2,8,5,1,3,2,1,2,4,5,1,4,2,2,1,5,1,4,5,2,8,3,5,4,3,4,5,1,4,10,1,5,2,2,2,8,3,2,5,5,2,3,1,5,1,4,4,5,2,1,1,4,4,4,4,4,2,5,4,2,1,5,5,4,3,5,4,2,2,3,5,2,5,5,4,5,5,3,3,3,2,3,1,5,4,5,3,1,5,5,1,1,3,4,2,2,1,1,1,3,4,1,2,2,5,1,3,2,2,10,5,3,IT Trainer
1,5,1,2,3,5,7,2,2,5,5,2,3,1,3,2,5,1,3,4,4,4,3,3,4,3,1,2,2,1,3,3,1,5,3,3,2,3,4,3,4,1,4,2,4,1,1,3,4,4,5,3,1,8,2,4,4,5,2,2,2,5,2,1,5,2,1,7,9,2,4,1,3,5,2,2,4,5,1,5,10,3,4,3,1,5,1,5,1,3,3,1,4,4,2,5,2,1,5,2,5,4,4,5,3,5,1,5,1,7,5,3,5,4,5,3,Information Security Analyst
10,5,5,4,4,3,10,4,1,5,4,3,5,4,3,1,4,4,1,5,3,4,2,3,1,5,2,5,1,2,2,1,7,2,2,5,3,5,2,3,4,5,3,3,2,4,2,5,1,4,4,4,2,9,5,4,2,4,3,2,2,3,1,4,2,5,5,10,7,4,4,1,1,2,3,2,2,3,3,2,4,1,9,2,5,5,2,3,3,5,5,4,5,3,2,5,1,5,5,3,4,1,1,4,2,2,1,4,3,2,4,5,1,5,4,5,Cryptography Engineer
9,10,9,5,3,3,4,3,2,4,5,9,3,3,3,3,3,5,5,5,7,1,1,4,1,1,1,4,5,2,4,5,5,4,4,5,3,2,2,2,1,5,4,2,5,5,3,3,5,2,3,4,1,1,5,1,5,4,2,2,2,1,2,2,4,3,2,1,1,2,2,5,5,4,1,2,2,5,3,4,3,2,4,2,5,4,1,5,4,4,4,2,3,2,4,2,3,1,2,3,2,4,3,2,9,1,9,2,4,4,3,2,4,4,3,4,Bioinformatics Specialist
10,5,2,2,10,8,4,3,1,2,4,1,1,2,5,4,8,3,3,1,4,5,4,3,2,5,5,3,2,7,3,7,3,3,2,5,4,5,4,3,3,3,2,2,1,1,5,3,4,2,5,3,1,4,5,1,1,4,1,1,2,2,1,8,2,2,1,3,4,3,3,2,2,4,1,1,5,4,4,2,3,5,2,3,1,4,3,1,5,5,2,1,1,1,4,1,1,1,4,3,1,3,4,2,4,2,1,4,2,3,5,5,2,5,3,1,Applications Developer
7,9,7,2,5,4,4,3,1,3,2,7,5,5,3,1,1,5,2,2,7,5,4,5,1,1,4,3,4,1,4,5,4,3,5,3,2,2,4,2,3,4,3,3,4,5,5,1,1,5,4,2,1,4,4,3,5,3,3,3,3,2,2,5,4,4,3,5,5,5,2,4,1,1,2,5,3,1,4,2,2,1,5,5,5,5,3,1,3,3,3,2,3,1,1,5,4,1,4,1,1,1,3,5,10,4,9,1,5,2,4,5,1,5,1,3,Bioinformatics Specialist
1,5,1,1,5,3,7,1,2,3,2,5,5,4,4,3,4,2,4,5,3,1,2,1,9,1,3,4,3,2,2,3,4,3,5,3,2,3,4,8,5,2,4,1,5,3,1,1,3,5,4,2,3,1,4,3,1,2,3,3,5,2,1,4,5,5,4,3,3,3,1,2,1,3,5,2,3,2,4,2,1,2,1,1,2,1,5,2,2,5,2,2,4,1,3,4,1,2,3,1,1,2,2,5,2,5,3,1,5,8,3,5,5,4,3,5,IT Risk Manager
3,10,7,9,1,3,5,4,2,5,1,8,1,2,5,4,4,2,1,5,5,4,2,5,5,1,1,10,5,4,4,4,4,2,2,5,3,1,4,3,2,2,3,4,1,1,1,2,3,10,4,2,5,5,2,3,5,2,5,1,4,1,2,3,2,1,1,1,3,2,5,3,2,3,2,3,1,2,5,2,3,4,2,3,4,2,4,2,5,1,5,4,5,4,3,3,2,5,2,4,3,2,2,9,4,3,3,4,1,5,4,4,4,4,1,1,Natural Language Processing (NLP) Engineer
4,1,1,4,1,4,5,9,10,1,2,2,1,3,3,5,5,2,2,2,5,2,3,4,7,2,1,2,3,3,1,3,2,10,3,2,4,4,1,5,1,5,4,2,10,2,3,1,3,1,2,1,5,4,5,1,5,1,7,5,1,2,2,4,1,4,2,3,5,1,5,1,5,2,2,3,4,1,3,1,4,2,5,1,3,1,5,5,2,5,3,1,2,1,1,4,5,3,1,3,3,4,5,3,4,3,4,2,2,3,5,2,5,1,1,1,IT Operations Manager
10,5,1,3,2,2,3,1,4,2,2,3,1,1,5,2,5,3,3,4,4,3,5,3,3,3,1,4,3,1,5,10,3,3,1,10,2,2,3,4,5,5,4,3,2,1,1,5,4,3,5,5,4,3,2,3,3,3,5,3,5,2,5,3,3,2,3,5,5,5,1,1,1,4,1,5,4,3,2,2,4,3,2,5,2,4,3,3,1,5,1,2,2,5,2,1,4,5,5,3,5,4,3,4,1,4,4,3,5,2,2,1,3,4,3,4,Game Designer
2,1,4,5,2,4,4,10,8,3,1,1,5,5,1,2,5,5,3,10,4,5,2,5,4,5,2,2,4,4,4,5,1,4,1,5,9,3,4,2,1,3,1,5,1,4,2,1,2,1,1,1,1,1,5,5,5,5,2,2,2,3,3,1,10,2,3,2,4,3,8,10,3,4,2,4,5,1,2,3,5,5,2,1,2,9,3,1,5,2,3,2,1,5,4,4,4,3,4,2,2,4,5,5,5,2,4,1,1,1,3,1,5,3,5,5,Cloud Architect
5,2,1,4,8,3,10,4,1,5,2,5,1,2,3,5,1,4,3,2,3,3,2,5,1,3,5,2,3,4,3,2,2,3,2,4,2,5,1,7,1,1,3,2,1,4,4,2,1,4,2,4,5,4,1,5,5,10,4,1,4,4,5,2,2,4,5,5,3,1,2,5,3,2,5,5,3,1,5,5,2,2,2,1,1,2,10,5,7,2,4,4,3,2,5,3,4,3,1,4,5,3,7,1,3,4,4,2,2,4,4,4,5,3,4,1,Data Governance Analyst
4,3,1,2,2,9,1,2,1,1,1,4,3,2,5,4,9,4,1,1,2,2,5,4,2,4,1,5,4,3,2,1,4,1,4,3,4,3,1,8,5,2,4,4,1,4,4,4,2,1,2,3,5,1,3,2,3,9,5,4,1,3,3,2,2,4,4,3,2,1,1,5,5,2,3,3,4,4,2,1,4,1,5,3,3,1,2,3,2,1,1,1,3,3,2,5,4,4,2,5,4,4,5,1,5,2,1,4,5,4,2,4,2,8,5,2,Technical Writer
10,9,7,1,2,1,4,4,3,4,3,9,5,2,1,5,1,2,1,4,5,2,2,3,4,4,2,8,5,4,5,4,1,2,3,4,3,3,3,3,1,3,1,2,4,2,2,5,9,1,5,1,2,2,1,4,2,3,4,1,3,5,3,4,3,4,5,4,2,5,2,5,2,3,2,2,3,1,5,1,5,2,2,4,3,4,3,5,3,3,3,5,4,3,3,5,2,4,5,2,3,1,4,9,5,4,1,1,4,2,5,4,5,2,3,3,Computer Vision Engineer
5,2,5,1,4,4,4,10,9,5,4,4,3,2,5,2,9,2,1,2,2,4,1,4,7,9,1,5,2,3,5,2,5,2,5,2,1,8,5,10,5,1,5,2,5,5,5,4,5,5,4,2,4,3,4,4,4,3,4,3,3,2,3,1,4,1,4,2,1,5,5,2,5,3,2,2,5,5,2,2,2,3,3,2,2,2,1,4,5,4,2,5,2,1,3,5,1,5,1,1,5,4,5,1,4,5,4,5,1,4,1,4,1,2,4,4,Solutions Architect
9,4,2,4,10,3,2,4,3,2,1,3,1,3,4,1,8,2,2,2,4,5,4,2,2,5,2,3,1,1,3,4,7,2,1,3,3,2,5,4,2,5,2,3,2,5,5,4,5,5,3,2,3,4,3,1,2,3,2,2,3,4,4,3,2,3,2,4,10,3,2,1,1,2,1,1,5,2,3,5,3,1,3,5,5,1,4,1,4,3,1,5,1,4,1,5,1,1,5,2,5,2,3,4,3,5,5,1,3,2,5,5,3,4,3,1,Fintech Developer
3,2,2,2,3,3,1,2,2,7,7,1,1,1,1,10,10,7,1,2,2,4,2,3,1,2,4,1,2,4,1,8,3,4,4,1,2,5,2,3,2,1,4,3,1,3,3,5,2,2,5,1,2,2,2,3,2,1,1,4,1,2,3,1,1,3,3,5,3,4,4,4,1,5,1,3,4,4,5,4,5,3,5,1,3,4,3,3,4,4,2,1,3,4,3,3,5,2,4,2,3,5,2,1,3,2,1,4,3,2,3,2,4,3,5,5,Web Developer
9,10,9,1,2,2,1,8,3,1,1,1,4,1,4,2,2,3,3,1,5,9,3,3,2,5,2,4,1,2,5,5,2,3,2,5,2,2,5,4,5,2,5,3,5,2,5,9,1,1,1,4,3,1,3,5,1,1,1,4,4,4,4,4,3,4,4,2,2,5,5,5,2,3,5,5,5,1,4,5,4,2,2,4,3,4,3,4,2,1,4,5,1,1,1,7,1,10,3,1,2,2,1,5,5,5,1,3,5,5,4,5,3,2,5,3,Machine Learning Architect
4,4,3,3,3,5,1,4,1,10,8,5,1,1,4,9,8,9,5,5,1,3,1,2,4,2,4,5,2,4,2,10,1,3,4,5,4,3,5,5,5,1,1,2,3,3,5,5,3,4,2,5,1,2,3,5,5,2,4,2,4,4,3,4,1,5,1,4,3,4,1,4,4,1,1,3,4,5,2,2,2,4,5,5,2,1,3,5,5,1,3,1,1,5,2,3,2,5,2,3,4,3,1,4,3,3,1,3,5,3,3,4,4,4,4,1,Front-End Developer
3,3,5,4,5,2,9,2,4,3,2,4,3,1,3,3,2,4,3,2,2,1,5,5,2,3,2,2,4,3,2,4,5,2,2,5,4,3,2,10,3,2,4,5,2,1,4,3,5,2,2,1,2,1,4,1,4,7,2,1,3,1,4,4,2,5,5,4,4,3,5,5,1,1,4,3,3,3,2,5,3,1,4,4,1,4,7,5,10,4,2,3,1,1,5,2,1,4,1,2,4,4,4,2,1,5,4,4,1,1,4,2,3,4,3,4,Data Privacy Officer
3,3,1,3,4,8,5,2,5,2,2,4,1,5,4,3,9,4,5,3,3,3,4,3,1,4,2,5,4,3,4,4,2,2,4,3,3,3,2,10,3,4,1,4,5,4,2,1,2,1,2,1,5,4,3,5,2,7,3,3,5,4,5,5,3,5,3,5,3,4,1,3,4,1,4,1,4,5,3,2,2,1,2,3,2,1,4,3,1,2,4,5,2,4,5,5,2,5,1,3,2,1,4,5,2,2,5,1,5,1,4,2,1,10,5,4,Technical Writer
5,2,2,1,2,3,1,10,10,2,3,1,2,1,4,5,9,5,5,4,5,1,3,2,9,9,2,3,2,5,2,1,2,2,4,3,1,9,5,7,1,2,1,2,4,1,4,4,4,1,1,4,5,2,5,3,4,5,1,3,2,4,4,1,4,3,5,4,1,1,4,1,4,2,5,2,4,2,2,1,2,1,5,3,4,3,4,5,3,2,1,5,2,5,5,1,3,4,1,2,3,4,4,5,5,1,5,5,4,5,5,1,2,4,5,5,Solutions Architect
5,2,2,2,2,8,5,5,1,5,3,2,1,1,4,4,4,4,7,1,1,5,1,4,8,10,2,4,5,4,1,1,2,1,3,1,1,8,3,8,3,1,4,2,1,2,2,2,3,3,2,3,4,5,2,4,2,1,5,1,2,2,3,2,1,5,1,3,1,1,1,5,3,2,1,1,2,3,4,2,1,4,5,3,2,2,5,3,1,4,5,1,4,1,3,3,3,2,1,3,2,5,4,5,1,3,2,4,3,4,5,2,4,3,3,1,Software Development Manager
3,8,4,1,1,1,3,8,10,1,5,1,2,1,5,2,4,2,1,5,2,4,1,1,3,5,1,3,2,1,4,1,4,3,4,2,3,4,3,2,4,3,2,5,3,1,4,2,1,1,5,2,4,7,5,5,2,3,2,2,3,2,4,5,4,5,1,4,1,5,1,5,3,4,4,2,1,3,3,7,4,5,4,1,2,2,1,1,4,1,3,3,1,3,3,5,5,3,4,4,5,3,3,5,4,1,2,5,2,3,3,5,5,3,1,3,Network Analyst
4,1,1,5,3,4,1,3,3,10,10,4,2,5,5,7,8,9,5,5,4,2,4,5,2,1,1,4,1,1,5,10,1,3,3,5,2,5,5,2,5,3,1,4,1,2,5,2,3,2,4,2,1,2,1,5,1,2,2,2,4,3,4,1,2,3,4,1,4,1,3,5,3,2,4,1,1,1,3,5,4,1,4,2,5,5,3,5,2,2,4,4,3,3,1,3,5,2,3,4,2,4,3,1,1,4,3,4,4,4,4,2,2,5,1,2,Web Developer
9,9,2,4,2,3,1,4,1,5,4,3,3,4,5,5,7,2,3,2,5,3,3,4,1,3,4,4,3,3,1,1,2,3,1,3,1,5,10,3,2,2,5,4,2,4,3,1,3,2,5,5,2,3,4,5,4,5,1,5,1,4,4,3,1,1,4,1,5,5,4,5,2,5,3,5,5,3,1,2,5,1,1,5,3,2,3,3,2,4,4,5,5,3,1,1,4,1,5,3,1,1,4,1,2,3,3,1,3,2,2,1,4,2,3,3,Robotic Process Automation (RPA) Developer
2,10,4,3,2,4,4,1,1,3,2,5,4,1,9,1,2,3,1,2,4,4,2,3,3,2,3,2,3,3,3,2,2,4,3,5,4,1,2,2,1,2,5,3,1,5,2,3,2,4,1,3,3,2,2,2,9,1,4,5,2,1,1,3,1,2,2,5,2,2,5,1,4,5,3,5,4,2,5,2,1,2,5,5,5,1,7,4,9,2,4,5,1,9,4,4,1,5,4,3,1,5,8,5,5,1,1,3,4,4,5,2,5,1,3,2,Data Quality Manager
10,8,9,9,1,1,5,5,1,5,1,10,3,2,5,3,5,2,5,1,1,5,5,4,5,1,1,2,5,2,4,3,1,1,5,3,3,1,1,4,5,2,1,5,2,4,1,4,4,10,1,4,1,3,5,1,4,3,2,1,1,4,1,2,3,5,3,5,1,3,3,2,2,4,2,2,4,2,1,3,5,1,4,5,5,2,2,5,5,3,5,2,4,2,2,1,3,1,2,1,1,5,1,4,2,1,3,3,1,2,2,3,1,3,4,4,Computational Linguist
5,1,2,1,3,4,9,4,5,5,2,5,5,3,1,4,4,4,2,8,4,1,5,1,5,3,4,4,2,5,3,5,3,1,5,4,1,2,8,4,4,5,4,2,5,1,5,4,4,1,3,3,1,8,5,1,4,1,2,1,3,4,4,3,5,5,3,1,1,1,8,7,7,3,3,2,3,4,2,3,3,5,2,2,3,2,5,4,1,4,3,5,4,4,5,4,2,5,5,4,1,2,5,3,1,2,2,5,4,4,4,5,5,4,3,3,DevSecOps Engineer
9,9,10,7,4,5,2,3,3,4,1,9,4,3,5,1,3,2,5,1,3,4,3,5,2,3,5,4,2,4,2,2,2,3,1,3,4,2,5,3,1,2,1,2,5,5,2,4,1,7,2,4,1,4,4,4,5,4,4,2,3,1,4,4,5,4,4,2,2,4,5,5,4,5,4,4,3,3,5,2,5,4,3,3,4,3,2,4,3,2,2,1,2,1,3,5,4,5,3,3,3,3,5,2,5,5,3,1,5,1,1,2,4,2,1,1,Computational Linguist
10,3,5,3,2,4,2,8,7,4,2,4,3,5,2,2,9,3,4,1,1,1,5,1,8,8,5,2,4,1,1,4,1,2,3,4,4,2,2,4,5,1,4,4,2,5,4,2,3,1,2,1,1,1,5,3,3,1,2,3,4,1,3,1,4,2,3,4,4,4,4,5,5,1,2,3,2,2,5,1,3,3,3,5,9,2,2,1,4,3,5,4,4,5,4,3,1,3,5,3,5,3,2,5,3,4,3,3,2,4,3,1,4,4,1,3,System Integration Engineer
10,1,4,3,5,7,4,3,2,5,3,5,5,2,5,3,1,8,5,1,1,4,3,3,7,8,2,10,8,1,4,10,5,1,1,5,5,1,2,4,4,3,2,5,5,4,1,4,2,2,2,5,4,5,3,5,1,3,4,1,1,3,1,5,1,4,4,1,3,4,1,3,1,1,2,4,4,1,2,2,1,4,5,3,4,2,2,2,5,5,1,5,5,2,5,3,1,1,2,4,5,5,5,2,2,2,5,5,1,5,5,3,1,4,4,3,Software Engineer
7,5,10,8,4,5,3,4,5,1,4,9,1,5,1,5,5,4,4,5,4,4,2,3,3,4,3,8,4,1,2,1,4,4,2,3,1,5,3,2,2,4,3,5,3,3,1,2,1,7,5,2,5,1,4,1,4,3,3,1,7,1,4,4,3,1,3,2,5,5,5,4,1,4,3,4,2,5,2,1,1,5,3,3,1,4,4,1,5,3,3,3,2,1,3,5,5,8,4,2,5,2,1,5,2,5,4,2,5,3,4,2,3,5,3,3,AI Research Scientist
9,3,9,9,2,1,4,2,4,5,5,7,1,4,4,1,3,1,4,2,5,4,3,5,3,2,5,10,3,1,1,1,5,2,4,3,4,1,5,4,4,3,2,1,1,3,3,3,5,7,5,3,1,5,5,1,2,4,3,3,7,1,3,4,5,1,1,5,4,3,5,4,4,1,1,3,1,3,1,2,1,2,5,4,2,1,5,1,5,4,2,5,2,1,4,5,1,7,1,3,2,4,1,4,3,4,1,1,1,5,5,5,2,4,5,2,AI Research Scientist
4,7,5,4,3,1,3,2,4,7,10,3,5,3,2,9,5,5,3,3,2,3,3,5,4,2,3,1,2,5,2,2,3,5,5,3,3,1,2,5,2,3,2,5,5,3,2,4,4,4,2,2,1,5,1,4,1,5,3,1,1,10,4,1,5,1,5,3,4,2,3,4,2,4,1,3,5,5,5,4,1,5,5,5,1,5,4,5,4,3,3,5,5,3,5,2,1,1,3,4,2,4,1,2,1,2,1,4,1,1,2,1,2,1,2,5,Web Content Manager
7,2,2,5,10,3,3,7,3,9,4,5,3,4,2,3,8,1,5,4,4,1,1,1,1,1,3,4,2,1,2,7,2,1,1,3,1,3,4,4,2,4,1,2,1,5,5,5,1,1,2,4,1,3,1,3,1,1,2,3,3,5,4,2,1,2,1,4,3,5,1,3,5,3,1,5,3,5,4,2,3,3,1,2,5,4,3,4,4,2,2,1,4,5,2,3,5,3,1,5,1,1,2,5,3,1,1,2,5,3,1,3,4,5,1,4,API Developer
8,4,2,1,10,3,4,2,5,10,7,2,2,1,3,9,8,7,3,9,5,2,5,3,2,2,5,4,3,5,1,5,4,5,4,1,2,1,1,1,2,3,2,3,5,2,2,1,4,3,5,1,2,5,1,1,3,3,2,4,5,3,4,4,3,3,4,4,3,4,4,2,5,5,2,5,5,4,5,1,2,5,4,2,3,5,5,5,3,1,1,3,4,5,4,5,2,1,2,4,2,5,4,4,4,4,2,3,3,1,2,3,2,3,2,5,Full Stack Developer
9,9,5,5,4,5,4,1,2,5,3,5,4,5,4,5,4,1,3,1,5,4,4,1,1,3,4,8,1,3,3,9,2,3,1,4,3,3,4,3,5,1,1,1,4,2,5,4,2,5,4,3,4,3,4,2,1,1,1,3,7,2,1,1,3,2,1,1,2,4,4,2,5,1,4,2,2,1,4,1,2,4,5,4,4,4,4,1,1,2,1,2,5,3,2,4,4,1,2,5,3,1,1,4,2,4,2,2,4,2,3,5,4,3,5,2,Simulation Engineer
7,2,4,1,9,3,4,1,2,8,9,2,1,1,2,8,7,9,2,10,3,3,1,5,3,2,2,5,5,2,2,2,2,1,4,1,2,5,2,3,2,1,2,5,4,5,1,2,4,4,3,1,4,2,3,1,1,5,2,2,3,3,2,4,3,4,3,3,5,2,1,2,1,3,5,3,2,4,5,2,2,5,3,4,1,3,2,3,5,4,2,5,1,5,1,3,4,3,5,3,5,4,1,1,5,3,4,5,2,1,1,1,4,1,5,1,Full Stack Developer
1,5,5,5,3,5,5,5,8,5,1,1,5,3,1,1,1,5,2,4,3,2,10,8,3,3,2,1,5,5,4,4,1,7,5,4,5,5,2,9,5,4,2,3,8,4,2,5,5,4,3,5,5,1,5,1,4,3,10,3,4,5,1,2,2,1,3,3,1,4,2,3,5,1,4,1,3,5,5,3,5,3,5,4,4,2,3,2,4,5,5,3,4,3,1,5,4,3,4,4,1,1,1,3,1,4,2,3,3,5,2,2,1,4,5,4,IT Support Specialist
